Purchase_ID,Date_Key,Supplier_ID,Product_ID,Store_ID,Quantity,Purchase_Price,Purchase_Amount,Invoice_No,Lead_Time
PUR000124,20230803,SUP094,PRD268,ST045,457,165.36,75569.52,PINV000124,2
PUR000125,20270531,SUP082,PRD277,ST001,359,411.92,147879.28,PINV000125,4
PUR000126,20260903,SUP041,PRD252,ST038,370,156.86,58038.2,PINV000126,13
PUR000127,20280406,SUP032,PRD193,ST026,287,416.23,119458.01,PINV000127,7
PUR000128,20281017,SUP094,PRD048,ST016,80,105.03,8402.4,PINV000128,2
PUR000129,20260112,SUP032,PRD143,ST047,408,285.73,116577.84,PINV000129,5
PUR000130,20281231,SUP048,PRD070,ST023,444,714.23,317118.12,PINV000130,11
PUR000131,20240608,SUP090,PRD037,ST001,436,620.36,270476.96,PINV000131,11
PUR000132,20240429,SUP052,PRD012,ST011,355,126.12,44772.6,PINV000132,4
PUR000133,20280502,SUP060,PRD034,ST011,90,287.24,25851.6,PINV000133,11
PUR000134,20260107,SUP099,PRD080,ST041,493,711.12,350582.16,PINV000134,8
PUR000135,20281029,SUP006,PRD028,ST003,274,713.77,195572.98,PINV000135,9
PUR000136,20270809,SUP071,PRD275,ST020,430,489.43,210454.9,PINV000136,11
PUR000137,20270116,SUP038,PRD070,ST030,420,279.53,117402.6,PINV000137,2
PUR000138,20251202,SUP091,PRD150,ST042,228,568.3,129572.4,PINV000138,9
PUR000139,20240225,SUP033,PRD193,ST021,287,353.76,101529.12,PINV000139,3
PUR000140,20260129,SUP015,PRD077,ST036,366,151.8,55558.8,PINV000140,1
PUR000141,20271224,SUP098,PRD185,ST028,186,144.25,26830.5,PINV000141,15
PUR000142,20250211,SUP088,PRD066,ST004,77,614.17,47291.09,PINV000142,3
PUR000143,20240911,SUP008,PRD295,ST019,230,737.19,169553.7,PINV000143,13
PUR000144,20270203,SUP040,PRD132,ST005,151,529.01,79880.51,PINV000144,13
PUR000145,20261223,SUP009,PRD037,ST048,338,212.12,71696.56,PINV000145,13
PUR000146,20250831,SUP074,PRD137,ST036,394,245.69,96801.86,PINV000146,14
PUR000147,20280819,SUP056,PRD174,ST030,357,563.38,201126.66,PINV000147,6
PUR000148,20261002,SUP062,PRD252,ST019,474,781.14,370260.36,PINV000148,8
PUR000149,20230105,SUP048,PRD129,ST038,347,525.11,182213.17,PINV000149,15
PUR000150,20250117,SUP030,PRD199,ST028,214,550.37,117779.18,PINV000150,2
PUR000151,20261025,SUP015,PRD047,ST007,487,220.63,107446.81,PINV000151,4
PUR000152,20241228,SUP070,PRD090,ST050,500,692.15,346075.0,PINV000152,9
PUR000153,20260322,SUP082,PRD083,ST022,343,170.64,58529.52,PINV000153,15
PUR000154,20240515,SUP022,PRD162,ST001,224,727.5,162960.0,PINV000154,4
PUR000155,20280108,SUP008,PRD246,ST037,118,33.38,3938.84,PINV000155,9
PUR000156,20260422,SUP066,PRD092,ST034,352,102.0,35904.0,PINV000156,8
PUR000157,20260628,SUP074,PRD154,ST004,249,764.86,190450.14,PINV000157,3
PUR000158,20270319,SUP084,PRD005,ST031,271,782.7,212111.7,PINV000158,7
PUR000159,20230308,SUP004,PRD299,ST011,407,622.64,253414.48,PINV000159,7
PUR000160,20250225,SUP076,PRD262,ST039,414,397.58,164598.12,PINV000160,4
PUR000161,20261029,SUP070,PRD115,ST024,344,682.75,234866.0,PINV000161,1
PUR000162,20230203,SUP019,PRD007,ST009,154,232.14,35749.56,PINV000162,12
PUR000163,20231105,SUP063,PRD212,ST047,80,676.19,54095.2,PINV000163,6
PUR000164,20230115,SUP081,PRD110,ST012,365,781.84,285371.6,PINV000164,14
PUR000165,20250416,SUP089,PRD179,ST002,201,140.71,28282.71,PINV000165,9
PUR000166,20280626,SUP050,PRD046,ST009,291,80.44,23408.04,PINV000166,11
PUR000167,20250120,SUP064,PRD244,ST019,438,710.02,310988.76,PINV000167,8
PUR000168,20260419,SUP006,PRD185,ST005,90,295.12,26560.8,PINV000168,7
PUR000169,20230607,SUP015,PRD286,ST042,459,707.18,324595.62,PINV000169,3
PUR000170,20230630,SUP030,PRD215,ST004,89,743.39,66161.71,PINV000170,5
PUR000171,20230707,SUP053,PRD189,ST022,313,494.78,154866.14,PINV000171,15
PUR000172,20260427,SUP050,PRD131,ST025,57,453.8,25866.6,PINV000172,1
PUR000173,20280322,SUP030,PRD285,ST005,242,669.76,162081.92,PINV000173,12
PUR000174,20261226,SUP035,PRD280,ST003,75,275.29,20646.75,PINV000174,15
PUR000175,20280326,SUP040,PRD165,ST011,130,288.83,37547.9,PINV000175,8
PUR000176,20240120,SUP096,PRD185,ST015,211,60.9,12849.9,PINV000176,5
PUR000177,20230130,SUP066,PRD146,ST008,431,604.85,260690.35,PINV000177,6
PUR000178,20230806,SUP017,PRD294,ST002,189,197.34,37297.26,PINV000178,9
PUR000179,20230316,SUP078,PRD154,ST035,398,315.81,125692.38,PINV000179,11
PUR000180,20270521,SUP080,PRD230,ST021,420,26.07,10949.4,PINV000180,14
PUR000181,20240609,SUP038,PRD098,ST023,227,765.64,173800.28,PINV000181,14
PUR000182,20280811,SUP037,PRD213,ST045,99,371.52,36780.48,PINV000182,4
PUR000183,20270417,SUP069,PRD169,ST044,396,254.3,100702.8,PINV000183,10
PUR000184,20271126,SUP003,PRD034,ST015,244,619.94,151265.36,PINV000184,4
PUR000185,20241010,SUP007,PRD044,ST024,240,104.08,24979.2,PINV000185,3
PUR000186,20230829,SUP083,PRD040,ST002,261,203.17,53027.37,PINV000186,2
PUR000187,20271114,SUP064,PRD134,ST008,58,443.02,25695.16,PINV000187,14
PUR000188,20250316,SUP073,PRD040,ST049,441,775.36,341933.76,PINV000188,11
PUR000189,20251223,SUP010,PRD167,ST039,108,253.28,27354.24,PINV000189,4
PUR000190,20250912,SUP058,PRD066,ST031,387,630.09,243844.83,PINV000190,13
PUR000191,20260418,SUP026,PRD222,ST004,272,118.77,32305.44,PINV000191,5
PUR000192,20240805,SUP097,PRD187,ST010,339,793.54,269010.06,PINV000192,13
PUR000193,20260316,SUP086,PRD292,ST041,375,418.21,156828.75,PINV000193,7
PUR000194,20250417,SUP063,PRD207,ST046,99,222.26,22003.74,PINV000194,3
PUR000195,20270531,SUP070,PRD051,ST010,315,585.7,184495.5,PINV000195,5
PUR000196,20250628,SUP015,PRD032,ST004,405,347.34,140672.7,PINV000196,11
PUR000197,20280810,SUP090,PRD017,ST050,420,97.58,40983.6,PINV000197,3
PUR000198,20271004,SUP040,PRD026,ST015,266,264.7,70410.2,PINV000198,8
PUR000199,20271027,SUP003,PRD112,ST011,391,674.5,263729.5,PINV000199,4
PUR000200,20231019,SUP005,PRD074,ST039,189,607.22,114764.58,PINV000200,5
PUR000201,20281114,SUP077,PRD177,ST042,484,58.74,28430.16,PINV000201,13
PUR000202,20240724,SUP098,PRD296,ST014,252,215.56,54321.12,PINV000202,7
PUR000203,20270602,SUP087,PRD226,ST023,262,272.7,71447.4,PINV000203,14
PUR000204,20250717,SUP041,PRD276,ST026,71,37.65,2673.15,PINV000204,12
PUR000205,20280608,SUP060,PRD087,ST003,279,608.45,169757.55,PINV000205,1
PUR000206,20280502,SUP076,PRD088,ST005,173,567.17,98120.41,PINV000206,12
PUR000207,20240307,SUP070,PRD082,ST035,159,494.9,78689.1,PINV000207,10
PUR000208,20241020,SUP092,PRD025,ST034,289,208.72,60320.08,PINV000208,12
PUR000209,20280321,SUP083,PRD037,ST050,449,524.76,235617.24,PINV000209,8
PUR000210,20240216,SUP008,PRD089,ST042,447,546.72,244383.84,PINV000210,3
PUR000211,20250822,SUP010,PRD238,ST003,109,647.0,70523.0,PINV000211,2
PUR000212,20231029,SUP090,PRD032,ST007,295,670.96,197933.2,PINV000212,2
PUR000213,20250510,SUP096,PRD055,ST013,106,762.21,80794.26,PINV000213,10
PUR000214,20270308,SUP022,PRD272,ST018,212,167.44,35497.28,PINV000214,9
PUR000215,20250505,SUP056,PRD103,ST035,278,659.89,183449.42,PINV000215,10
PUR000216,20260512,SUP085,PRD229,ST050,50,288.65,14432.5,PINV000216,5
PUR000217,20281125,SUP033,PRD054,ST040,258,340.43,87830.94,PINV000217,7
PUR000218,20231113,SUP039,PRD083,ST050,226,129.89,29355.14,PINV000218,2
PUR000219,20230928,SUP049,PRD138,ST012,173,741.45,128270.85,PINV000219,1
PUR000220,20261104,SUP033,PRD222,ST026,315,70.06,22068.9,PINV000220,12
PUR000221,20251212,SUP093,PRD176,ST046,253,214.18,54187.54,PINV000221,1
PUR000222,20260410,SUP030,PRD156,ST016,59,180.47,10647.73,PINV000222,15
PUR000223,20241216,SUP025,PRD005,ST008,184,226.95,41758.8,PINV000223,2
PUR000224,20261208,SUP011,PRD300,ST043,332,570.37,189362.84,PINV000224,7
PUR000225,20260819,SUP014,PRD204,ST027,267,685.71,183084.57,PINV000225,7
PUR000226,20230714,SUP094,PRD183,ST022,51,411.82,21002.82,PINV000226,14
PUR000227,20240304,SUP056,PRD278,ST037,312,58.76,18333.12,PINV000227,7
PUR000228,20240505,SUP064,PRD293,ST011,248,644.13,159744.24,PINV000228,5
PUR000229,20240413,SUP018,PRD137,ST023,205,691.53,141763.65,PINV000229,9
PUR000230,20250922,SUP086,PRD049,ST028,268,710.79,190491.72,PINV000230,13
PUR000231,20250524,SUP049,PRD035,ST040,271,111.55,30230.05,PINV000231,8
PUR000232,20280621,SUP042,PRD172,ST010,343,51.73,17743.39,PINV000232,9
PUR000233,20280521,SUP082,PRD134,ST028,426,223.32,95134.32,PINV000233,3
PUR000234,20270525,SUP039,PRD032,ST037,237,658.97,156175.89,PINV000234,14
PUR000235,20280302,SUP070,PRD192,ST031,57,462.77,26377.89,PINV000235,3
PUR000236,20280910,SUP086,PRD137,ST012,361,783.63,282890.43,PINV000236,9
PUR000237,20240625,SUP010,PRD101,ST006,290,276.5,80185.0,PINV000237,13
PUR000238,20271204,SUP044,PRD063,ST024,410,695.07,284978.7,PINV000238,12
PUR000239,20240127,SUP088,PRD276,ST003,473,428.01,202448.73,PINV000239,14
PUR000240,20251202,SUP012,PRD187,ST039,357,584.47,208655.79,PINV000240,10
PUR000241,20270211,SUP018,PRD235,ST006,380,636.26,241778.8,PINV000241,12
PUR000242,20251218,SUP059,PRD222,ST005,96,421.14,40429.44,PINV000242,8
PUR000243,20271214,SUP046,PRD208,ST042,130,310.69,40389.7,PINV000243,4
PUR000244,20230702,SUP028,PRD195,ST003,338,95.92,32420.96,PINV000244,12
PUR000245,20250423,SUP076,PRD174,ST032,259,680.26,176187.34,PINV000245,1
PUR000246,20280302,SUP054,PRD006,ST005,434,239.2,103812.8,PINV000246,7
PUR000247,20230424,SUP095,PRD117,ST045,269,360.08,96861.52,PINV000247,9
PUR000248,20230513,SUP090,PRD263,ST013,450,692.35,311557.5,PINV000248,14
PUR000249,20270816,SUP093,PRD205,ST042,327,388.6,127072.2,PINV000249,9
PUR000250,20231109,SUP012,PRD055,ST003,164,675.68,110811.52,PINV000250,12
PUR000251,20230104,SUP097,PRD029,ST049,260,267.05,69433.0,PINV000251,12
PUR000252,20260127,SUP088,PRD235,ST040,391,717.56,280565.96,PINV000252,6
PUR000253,20230915,SUP097,PRD274,ST011,212,397.49,84267.88,PINV000253,11
PUR000254,20280119,SUP058,PRD218,ST025,365,365.32,133341.8,PINV000254,13
PUR000255,20280305,SUP088,PRD143,ST036,128,129.54,16581.12,PINV000255,1
PUR000256,20261217,SUP032,PRD021,ST001,127,631.29,80173.83,PINV000256,10
PUR000257,20240107,SUP082,PRD205,ST007,281,154.24,43341.44,PINV000257,1
PUR000258,20280623,SUP005,PRD049,ST004,329,631.1,207631.9,PINV000258,3
PUR000259,20251003,SUP087,PRD197,ST022,88,592.96,52180.48,PINV000259,9
PUR000260,20270919,SUP016,PRD105,ST049,488,759.82,370792.16,PINV000260,8
PUR000261,20270317,SUP077,PRD257,ST023,287,692.58,198770.46,PINV000261,9
PUR000262,20271109,SUP076,PRD172,ST032,484,506.75,245267.0,PINV000262,6
PUR000263,20261018,SUP071,PRD180,ST035,373,71.18,26550.14,PINV000263,3
PUR000264,20260430,SUP017,PRD040,ST020,217,77.14,16739.38,PINV000264,3
PUR000265,20280202,SUP049,PRD260,ST034,336,68.99,23180.64,PINV000265,8
PUR000266,20250824,SUP097,PRD081,ST035,79,517.01,40843.79,PINV000266,3
PUR000267,20250821,SUP054,PRD205,ST048,252,698.97,176140.44,PINV000267,13
PUR000268,20251030,SUP020,PRD232,ST020,278,337.05,93699.9,PINV000268,10
PUR000269,20230718,SUP051,PRD024,ST025,85,644.29,54764.65,PINV000269,12
PUR000270,20231222,SUP004,PRD207,ST028,330,84.74,27964.2,PINV000270,7
PUR000271,20230324,SUP087,PRD197,ST033,135,632.51,85388.85,PINV000271,8
PUR000272,20240817,SUP089,PRD164,ST029,356,742.15,264205.4,PINV000272,8
PUR000273,20230413,SUP083,PRD205,ST024,292,431.33,125948.36,PINV000273,8
PUR000274,20280209,SUP095,PRD021,ST016,321,91.46,29358.66,PINV000274,13
PUR000275,20240724,SUP079,PRD102,ST031,498,367.64,183084.72,PINV000275,14
PUR000276,20260505,SUP040,PRD251,ST018,370,678.07,250885.9,PINV000276,5
PUR000277,20241103,SUP035,PRD029,ST027,214,77.53,16591.42,PINV000277,7
PUR000278,20240329,SUP057,PRD057,ST049,473,561.32,265504.36,PINV000278,6
PUR000279,20250625,SUP069,PRD035,ST036,331,374.98,124118.38,PINV000279,2
PUR000280,20260731,SUP026,PRD261,ST042,199,118.39,23559.61,PINV000280,13
PUR000281,20260220,SUP097,PRD034,ST013,412,713.05,293776.6,PINV000281,6
PUR000282,20260511,SUP067,PRD214,ST014,202,55.83,11277.66,PINV000282,10
PUR000283,20281022,SUP083,PRD296,ST014,250,584.2,146050.0,PINV000283,11
PUR000284,20230314,SUP079,PRD006,ST012,438,277.17,121400.46,PINV000284,9
PUR000285,20230531,SUP012,PRD262,ST001,259,329.15,85249.85,PINV000285,1
PUR000286,20230605,SUP008,PRD043,ST007,220,442.61,97374.2,PINV000286,8
PUR000287,20281231,SUP073,PRD275,ST005,187,345.46,64601.02,PINV000287,2
PUR000288,20281221,SUP069,PRD089,ST009,458,561.1,256983.8,PINV000288,3
PUR000289,20241007,SUP073,PRD068,ST039,249,584.48,145535.52,PINV000289,2
PUR000290,20280712,SUP042,PRD158,ST006,345,491.48,169560.6,PINV000290,11
PUR000291,20250805,SUP047,PRD165,ST048,490,705.23,345562.7,PINV000291,14
PUR000292,20230916,SUP032,PRD061,ST037,357,425.6,151939.2,PINV000292,6
PUR000293,20280829,SUP089,PRD252,ST001,383,727.24,278532.92,PINV000293,8
PUR000294,20250911,SUP086,PRD124,ST028,355,291.77,103578.35,PINV000294,7
PUR000295,20280928,SUP025,PRD268,ST025,284,724.59,205783.56,PINV000295,11
PUR000296,20280501,SUP073,PRD238,ST038,387,215.29,83317.23,PINV000296,2
PUR000297,20281029,SUP038,PRD195,ST028,447,395.16,176636.52,PINV000297,8
PUR000298,20271016,SUP004,PRD127,ST018,446,155.1,69174.6,PINV000298,4
PUR000299,20270930,SUP016,PRD209,ST039,314,641.4,201399.6,PINV000299,12
PUR000300,20271225,SUP044,PRD183,ST029,77,260.99,20096.23,PINV000300,7
PUR000301,20231121,SUP038,PRD120,ST031,153,794.31,121529.43,PINV000301,3
PUR000302,20241024,SUP002,PRD137,ST039,57,167.83,9566.31,PINV000302,8
PUR000303,20260801,SUP043,PRD142,ST025,102,27.76,2831.52,PINV000303,5
PUR000304,20280319,SUP089,PRD150,ST021,187,343.44,64223.28,PINV000304,7
PUR000305,20270108,SUP060,PRD031,ST040,366,540.06,197661.96,PINV000305,5
PUR000306,20251117,SUP051,PRD007,ST049,481,245.62,118143.22,PINV000306,1
PUR000307,20280103,SUP067,PRD045,ST025,225,610.1,137272.5,PINV000307,7
PUR000308,20260202,SUP047,PRD059,ST003,496,318.56,158005.76,PINV000308,8
PUR000309,20280808,SUP025,PRD083,ST011,419,603.31,252786.89,PINV000309,8
PUR000310,20240805,SUP076,PRD168,ST029,162,702.68,113834.16,PINV000310,6
PUR000311,20240403,SUP011,PRD286,ST003,435,532.76,231750.6,PINV000311,4
PUR000312,20260107,SUP081,PRD294,ST026,291,92.34,26870.94,PINV000312,3
PUR000313,20241124,SUP053,PRD231,ST017,486,280.86,136497.96,PINV000313,10
PUR000314,20270212,SUP098,PRD155,ST007,344,132.91,45721.04,PINV000314,15
PUR000315,20271014,SUP038,PRD158,ST048,352,82.22,28941.44,PINV000315,11
PUR000316,20250326,SUP023,PRD247,ST004,276,417.13,115127.88,PINV000316,12
PUR000317,20230616,SUP066,PRD272,ST010,472,658.17,310656.24,PINV000317,11
PUR000318,20270107,SUP038,PRD014,ST026,292,155.83,45502.36,PINV000318,7
PUR000319,20260210,SUP047,PRD065,ST019,81,90.97,7368.57,PINV000319,13
PUR000320,20230613,SUP082,PRD175,ST011,420,514.25,215985.0,PINV000320,15
PUR000321,20260921,SUP006,PRD043,ST027,404,302.14,122064.56,PINV000321,10
PUR000322,20270924,SUP099,PRD292,ST036,404,571.15,230744.6,PINV000322,15
